Week,Chg,Player,Team,Opp,Att_Predicted,Yard,TD_Predicted,Rec_Predicted,Yard.1,TD.1_Predicted,FPts,Game,Pts*,Att_Actual,Cmp,Yds,TD_Actual,Int,2Pt,Att.1,Yds.1,TD.1_Actual,2Pt.1,Rec_Actual,Yds.2,TD.2,2Pt.2,FL,TD.3,Net_score
7,,Tee Higgins,CIN,@CLE,0,0,0.0,5,71,0.4,9.5,CIN@CLE,14.0,0,0,0,0,0,0,0,0,0,0,4,82,1,0,0,0,4.5
7,,DeVonta Smith,PHI,@NYG,0,0,0.0,5,67,0.4,9.1,PHI@NYG,0.0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,-9.1
7,,Terry McLaurin,WAS,CAR,0,0,0.0,6,66,0.4,9.0,CAR@WAS,9.0,0,0,0,0,0,0,0,0,0,0,6,98,0,0,0,0,0.0
7,,Jameson Williams,DET,@MIN,0,0,0.0,4,63,0.4,8.7,DET@MIN,0.0,0,0,0,0,0,0,0,0,0,0,1,-4,0,0,0,0,-8.7
7,,George Pickens,PIT,NYJ,0,0,0.0,5,60,0.4,8.4,NYJ@PIT,17.0,0,0,0,0,0,0,0,0,0,0,5,111,1,0,0,0,8.6
7,,Jaxon Smith-Njigba,SEA,@ATL,0,0,0.0,6,66,0.3,8.4,SEA@ATL,1.0,1,1,35,0,0,0,0,0,0,0,3,9,0,0,0,0,-7.4
7,,Tyreek Hill,MIA,@IND,0,0,0.0,4,63,0.3,8.1,MIA@IND,0.0,0,0,0,0,0,0,1,5,0,0,1,8,0,0,0,0,-8.1
7,,Josh Downs,IND,MIA,0,0,0.0,5,60,0.3,7.8,MIA@IND,0.0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,-7.8
7,,Christian Watson,GB,HOU,0,0,0.0,4,60,0.3,7.8,HOU@GB,0.0,0,0,0,0,0,0,1,-4,0,0,1,9,0,0,0,0,-7.8
7,,Brandon Aiyuk,SF,KC,0,0,0.0,4,58,0.3,7.6,KC@SF,2.0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,-5.6
7,,Darnell Mooney,ATL,SEA,0,0,0.0,4,57,0.3,7.5,SEA@ATL,4.0,0,0,0,0,0,0,0,0,0,0,5,46,0,0,0,0,-3.5
7,,Xavier Worthy,KC,@SF,2,10,0.1,3,45,0.2,7.3,KC@SF,1.0,0,0,0,0,0,0,1,5,0,0,3,19,0,0,0,0,-6.3
7,,Davante Adams,NYJ,@PIT,0,0,0.0,4,52,0.3,7.0,NYJ@PIT,3.0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,-4.0
7,,Jordan Addison,MIN,DET,0,0,0.0,4,52,0.3,7.0,DET@MIN,6.0,0,0,0,0,0,0,0,0,0,0,3,66,0,0,0,0,-1.0
7,,Christian Kirk,JAC,NE,0,0,0.0,4,52,0.3,7.0,NE@JAX,2.0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,-5.0
7,,Wan'Dale Robinson,NYG,PHI,0,0,0.0,6,58,0.2,7.0,PHI@NYG,2.0,0,0,0,0,0,0,0,0,0,0,6,23,0,0,0,0,-5.0
7,,DeAndre Hopkins,TEN,@BUF,0,0,0.0,4,50,0.3,6.8,TEN@BUF,0.0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,-6.8
7,,Demario Douglas,NE,@JAC,0,0,0.0,5,55,0.2,6.7,NE@JAX,1.0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,-5.7
7,,Jerry Jeudy,CLE,CIN,0,0,0.0,5,55,0.2,6.7,CIN@CLE,1.0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,-5.7
7,,Ladd McConkey,LAC,@ARI,0,0,0.0,4,55,0.2,6.7,LAC@ARI,4.0,0,0,0,0,0,0,0,0,0,0,5,46,0,0,0,0,-2.7
7,,Khalil Shakir,BUF,TEN,0,0,0.0,4,47,0.3,6.5,TEN@BUF,6.0,0,0,0,0,0,0,0,0,0,0,7,65,0,0,0,0,-0.5
7,,Romeo Doubs,GB,HOU,0,0,0.0,4,44,0.3,6.2,HOU@GB,9.0,0,0,0,0,0,0,0,0,0,0,8,94,0,0,0,0,2.8
7,,Calvin Ridley,TEN,@BUF,0,0,0.0,4,48,0.2,6.0,TEN@BUF,4.0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,-2.0
7,,Jaylen Waddle,MIA,@IND,0,0,0.0,3,48,0.2,6.0,MIA@IND,1.0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,-5.0
7,,Xavier Legette,CAR,@WAS,0,0,0.0,4,46,0.2,5.8,CAR@WAS,0.0,0,0,0,0,0,0,1,6,0,0,2,3,0,0,0,0,-5.8
7,,Amari Cooper,BUF,TEN,0,0,0.0,3,38,0.3,5.6,TEN@BUF,12.0,0,0,0,0,0,0,0,0,0,0,4,66,1,0,0,0,6.4
8,,Justin Jefferson,MIN,@LAR,0,0,0.0,6,88,0.8,13.6,MIN@LA,11.0,0,0,0,0,0,0,0,0,0,0,8,115,0,0,0,0,-2.5999999999999996
8,,Ja'Marr Chase,CIN,PHI,0,0,0.0,7,90,0.7,13.2,PHI@CIN,11.0,0,0,0,0,0,0,0,0,0,0,9,54,1,0,0,0,-2.1999999999999993
8,,Amon-Ra St. Brown,DET,TEN,0,0,0.0,7,87,0.6,12.3,TEN@DET,6.0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,-6.300000000000001
8,,A.J. Brown,PHI,@CIN,0,0,0.0,6,81,0.6,11.7,PHI@CIN,8.0,0,0,0,0,0,0,0,0,0,0,5,84,0,0,0,0,-3.6999999999999993
8,,Tyreek Hill,MIA,ARI,0,0,0.0,6,86,0.5,11.6,ARI@MIA,7.0,0,0,0,0,0,0,0,0,0,0,6,72,0,0,0,0,-4.6
8,,Malik Nabers,NYG,@PIT,0,0,0.0,6,75,0.6,11.1,NYG@PIT,7.0,0,0,0,0,0,0,0,0,0,0,7,71,0,0,0,0,-4.1
8,,Deebo Samuel,SF,DAL,3,15,0.1,5,67,0.3,10.6,DAL@SF,8.0,0,0,0,0,0,0,4,15,0,0,4,71,0,0,0,0,-2.5999999999999996
8,,Drake London,ATL,@TB,0,0,0.0,6,75,0.5,10.5,ATL@TB,3.0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,-7.5
8,,Davante Adams,NYJ,@NE,0,0,0.0,6,72,0.5,10.2,NYJ@NE,5.0,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0,-5.199999999999999
8,,Stefon Diggs,HOU,IND,0,0,0.0,6,72,0.5,10.2,IND@HOU,8.0,0,0,0,0,0,0,1,-4,0,0,5,81,0,0,0,0,-2.1999999999999993
8,,Zay Flowers,BAL,@CLE,1,5,0.0,6,73,0.4,10.2,BAL@CLE,11.0,0,0,0,0,0,0,0,0,0,0,7,115,0,0,0,0,0.8000000000000007
8,,Jayden Reed,GB,@JAC,2,12,0.0,5,66,0.4,10.2,GB@JAX,5.0,0,0,0,0,0,0,1,0,0,0,2,55,0,0,0,0,-5.199999999999999
8,,CeeDee Lamb,DAL,@SF,0,0,0.0,6,77,0.4,10.1,DAL@SF,26.0,0,0,0,0,0,0,0,0,0,0,13,146,2,0,0,0,15.9
8,,Cooper Kupp,LAR,MIN,0,0,0.0,6,75,0.4,9.9,MIN@LA,11.0,0,0,0,0,0,0,0,0,0,0,5,51,1,0,0,0,1.0999999999999996
8,,D.J. Moore,CHI,@WAS,0,0,0.0,5,70,0.4,9.4,CHI@WAS,2.0,0,0,0,0,0,0,2,7,0,0,2,27,0,0,0,0,-7.4
8,,George Pickens,PIT,NYG,0,0,0.0,5,68,0.4,9.2,NYG@PIT,7.0,0,0,0,0,0,0,0,0,0,0,4,74,0,0,0,0,-2.1999999999999993
8,,Garrett Wilson,NYJ,@NE,0,0,0.0,5,67,0.4,9.1,NYJ@NE,11.0,0,0,0,0,0,0,0,0,0,0,5,113,0,0,0,0,1.9000000000000004
8,,Jaxon Smith-Njigba,SEA,BUF,0,0,0.0,6,71,0.3,8.9,BUF@SEA,6.0,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,0,-2.9000000000000004
8,,Terry McLaurin,WAS,CHI,0,0,0.0,6,63,0.4,8.7,CHI@WAS,12.0,0,0,0,0,0,0,0,0,0,0,5,125,0,0,0,0,3.3000000000000007
8,,DeVonta Smith,PHI,@CIN,0,0,0.0,5,63,0.4,8.7,PHI@CIN,14.0,0,0,0,0,0,0,0,0,0,0,6,85,1,0,0,0,5.300000000000001
8,,Darnell Mooney,ATL,@TB,0,0,0.0,5,63,0.3,8.1,ATL@TB,14.0,0,0,0,0,0,0,0,0,0,0,4,86,1,0,0,0,5.9
8,,Xavier Worthy,KC,@LV,3,11,0.1,4,52,0.2,8.1,KC@LV,9.0,0,0,0,0,0,0,0,0,0,0,4,37,1,0,0,0,0.9000000000000004
8,,Jaylen Waddle,MIA,ARI,0,0,0.0,4,62,0.3,8.0,ARI@MIA,4.0,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0,-4.0
8,,Jalen McMillan,TB,ATL,0,0,0.0,4,58,0.3,7.6,ATL@TB,4.0,0,0,0,0,0,0,1,17,0,0,4,35,0,0,0,0,-3.5999999999999996
8,,Jerry Jeudy,CLE,BAL,0,0,0.0,5,57,0.3,7.5,BAL@CLE,7.0,0,0,0,0,0,0,0,0,0,0,5,79,0,0,0,0,-0.5
8,,Chris Olave,NO,@LAC,0,0,0.0,4,56,0.3,7.4,NO@LAC,10.0,0,0,0,0,0,0,0,0,0,0,8,107,0,0,0,0,2.5999999999999996
8,,Christian Watson,GB,@JAC,0,0,0.0,4,56,0.3,7.4,GB@JAX,3.0,0,0,0,0,0,0,0,0,0,0,4,39,0,0,0,0,-4.4
8,,Amari Cooper,BUF,@SEA,0,0,0.0,4,52,0.3,7.0,BUF@SEA,0.0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,-7.0
8,,Jordan Addison,MIN,@LAR,0,0,0.0,4,50,0.3,6.8,MIN@LA,2.0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,-4.8
8,,Courtland Sutton,DEN,CAR,0,0,0.0,4,50,0.3,6.8,CAR@DEN,10.0,1,1,28,0,0,0,0,0,0,0,8,100,0,0,1,0,3.2
8,,Demario Douglas,NE,NYJ,0,0,0.0,5,53,0.2,6.5,NYJ@NE,1.0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,-5.5
8,,Tyler Lockett,SEA,BUF,0,0,0.0,5,53,0.2,6.5,BUF@SEA,0.0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,-6.5
8,,Ladd McConkey,LAC,NO,0,0,0.0,4,53,0.2,6.5,NO@LAC,23.0,0,0,0,0,0,0,0,0,0,0,6,111,2,0,0,0,16.5
8,,Khalil Shakir,BUF,@SEA,0,0,0.0,4,47,0.3,6.5,BUF@SEA,10.0,0,0,0,0,0,0,1,2,0,0,9,107,0,0,0,0,3.5
8,,Cedric Tillman,CLE,BAL,0,0,0.0,3,47,0.3,6.5,BAL@CLE,21.0,0,0,0,0,0,0,0,0,0,0,7,99,2,0,0,0,14.5
8,,Wan'Dale Robinson,NYG,@PIT,0,0,0.0,5,52,0.2,6.4,NYG@PIT,3.0,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,0,-3.4000000000000004
8,,Romeo Doubs,GB,@JAC,0,0,0.0,4,44,0.3,6.2,GB@JAX,7.0,0,0,0,0,0,0,0,0,0,0,3,72,0,0,0,0,0.7999999999999998
8,,Josh Downs,IND,@HOU,0,0,0.0,5,50,0.2,6.2,IND@HOU,17.0,0,0,0,0,0,0,0,13,0,0,4,109,1,0,0,0,10.8
8,,Mecole Hardman,KC,@LV,3,14,0.1,2,28,0.2,6.0,KC@LV,0.0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,-6.0
8,,Jakobi Meyers,LV,KC,0,0,0.0,4,48,0.2,6.0,KC@LV,11.0,0,0,0,0,0,0,0,0,0,0,6,52,1,0,0,0,5.0
8,,Xavier Legette,CAR,@DEN,0,0,0.0,4,47,0.2,5.9,CAR@DEN,9.0,0,0,0,0,0,0,1,0,0,0,4,34,1,0,0,0,3.0999999999999996
8,,Calvin Ridley,TEN,@DET,0,0,0.0,4,45,0.2,5.7,TEN@DET,13.0,0,0,0,0,0,0,1,3,0,0,10,143,0,0,1,0,7.3
8,,Jalen Tolbert,DAL,@SF,0,0,0.0,3,44,0.2,5.6,DAL@SF,4.0,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,-1.5999999999999996
8,,Darius Slayton,NYG,@PIT,0,0,0.0,3,37,0.3,5.5,NYG@PIT,10.0,0,0,0,0,0,0,0,0,0,0,4,108,0,0,0,0,4.5
9,,Justin Jefferson,MIN,IND,0,0,0.0,7,94,0.8,14.2,IND@MIN,13.0,1,1,22,0,0,0,0,0,0,0,7,137,0,0,0,0,-1.1999999999999993
9,,Ja'Marr Chase,CIN,LV,0,0,0.0,6,84,0.7,12.6,LV@CIN,4.0,0,0,0,0,0,0,0,0,0,0,7,43,0,0,0,0,-8.6
9,,Amon-Ra St. Brown,DET,@GB,0,0,0.0,7,84,0.7,12.6,DET@GB,11.0,0,0,0,0,0,0,0,0,0,0,7,56,1,0,0,0,-1.5999999999999996
9,,A.J. Brown,PHI,JAC,0,0,0.0,6,85,0.6,12.1,JAX@PHI,3.0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,-9.1
9,,Tyreek Hill,MIA,@BUF,0,0,0.0,6,85,0.5,11.5,MIA@BUF,8.0,0,0,0,0,0,0,0,0,0,0,4,80,0,0,0,0,-3.5
9,,CeeDee Lamb,DAL,@ATL,0,0,0.0,6,84,0.5,11.4,DAL@ATL,7.0,0,0,0,0,0,0,2,15,0,0,8,47,0,1,0,0,-4.4
9,,Malik Nabers,NYG,WAS,0,0,0.0,6,77,0.6,11.3,WAS@NYG,5.0,0,0,0,0,0,0,0,0,0,0,9,59,0,0,0,0,-6.300000000000001
9,,Drake London,ATL,DAL,0,0,0.0,6,77,0.5,10.7,DAL@ATL,8.0,0,0,0,0,0,0,0,0,0,0,2,27,1,0,0,0,-2.6999999999999993
9,,Cooper Kupp,LAR,@SEA,0,0,0.0,6,74,0.5,10.4,LA@SEA,10.0,0,0,0,0,0,0,0,0,0,0,11,104,0,0,0,0,-0.40000000000000036
9,,Zay Flowers,BAL,DEN,2,7,0.0,7,75,0.3,10.0,DEN@BAL,24.0,0,0,0,0,0,0,0,0,0,0,5,127,2,0,0,0,14.0
9,,Puka Nacua,LAR,@SEA,0,0,0.0,5,70,0.5,10.0,LA@SEA,1.0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,-9.0
9,,Davante Adams,NYJ,HOU,0,0,0.0,5,68,0.5,9.8,HOU@NYJ,15.0,0,0,0,0,0,0,0,0,0,0,7,91,1,0,0,0,5.199999999999999
9,,Chris Olave,NO,@CAR,0,0,0.0,6,72,0.4,9.6,NO@CAR,1.0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,-8.6
9,,Garrett Wilson,NYJ,HOU,0,0,0.0,6,72,0.4,9.6,HOU@NYJ,21.0,0,0,0,0,0,0,0,0,0,0,9,90,2,0,0,0,11.4
9,,Terry McLaurin,WAS,@NYG,0,0,0.0,6,70,0.4,9.4,WAS@NYG,13.0,0,0,0,0,0,0,0,0,0,0,2,19,2,0,0,0,3.5999999999999996
9,,Jayden Reed,GB,DET,2,12,0.0,5,58,0.4,9.4,DET@GB,11.0,0,0,0,0,0,0,0,0,0,0,5,113,0,0,0,0,1.5999999999999996
9,,Josh Downs,IND,@MIN,0,0,0.0,6,68,0.4,9.2,IND@MIN,6.0,0,0,0,0,0,0,0,0,0,0,6,60,0,0,0,0,-3.1999999999999993
9,,D.J. Moore,CHI,@ARI,0,0,0.0,5,64,0.4,8.8,CHI@ARI,3.0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,-5.800000000000001
9,,DeVonta Smith,PHI,JAC,0,0,0.0,5,64,0.4,8.8,JAX@PHI,14.0,0,0,0,0,0,0,0,0,0,0,4,87,1,0,0,0,5.199999999999999
9,,Darnell Mooney,ATL,DAL,0,0,0.0,5,67,0.3,8.5,DAL@ATL,14.0,0,0,0,0,0,0,0,0,0,0,5,88,1,0,0,0,5.5
9,,Jaxon Smith-Njigba,SEA,LAR,0,0,0.0,6,64,0.3,8.2,LA@SEA,30.0,0,0,0,0,0,0,0,0,0,0,7,180,2,0,0,0,21.8
9,,Jaylen Waddle,MIA,@BUF,0,0,0.0,5,64,0.3,8.2,MIA@BUF,6.0,0,0,0,0,0,0,0,0,0,0,2,-4,1,0,0,0,-2.1999999999999993
9,,Xavier Worthy,KC,TB,2,10,0.1,3,47,0.3,8.1,TB@KC,0.0,0,0,0,0,0,0,2,-10,0,0,0,0,0,0,0,0,-8.1
9,,Tyler Lockett,SEA,LAR,0,0,0.0,6,60,0.3,7.8,LA@SEA,12.0,0,0,0,0,0,0,0,0,0,0,3,63,1,0,0,0,4.2
9,,Courtland Sutton,DEN,@BAL,0,0,0.0,5,60,0.3,7.8,DEN@BAL,18.0,1,1,2,1,0,0,0,0,0,0,7,122,0,0,0,0,10.2
9,,Ladd McConkey,LAC,@CLE,0,0,0.0,5,58,0.3,7.6,LAC@CLE,6.0,0,0,0,0,0,0,0,0,0,0,5,64,0,0,0,0,-1.5999999999999996
9,,Cedric Tillman,CLE,LAC,0,0,0.0,4,57,0.3,7.5,LAC@CLE,13.0,0,0,0,0,0,0,0,0,0,0,6,75,1,0,0,0,5.5
9,,Khalil Shakir,BUF,MIA,0,0,0.0,4,56,0.3,7.4,MIA@BUF,5.0,0,0,0,0,0,0,0,0,0,0,6,50,0,0,0,0,-2.4000000000000004
9,,Jerry Jeudy,CLE,LAC,0,0,0.0,5,55,0.3,7.3,LAC@CLE,7.0,0,0,0,0,0,0,0,0,0,0,7,73,0,0,0,0,-0.2999999999999998
9,,Jakobi Meyers,LV,@CIN,0,0,0.0,5,55,0.3,7.3,LV@CIN,10.0,0,0,0,0,0,0,0,0,0,0,8,105,0,0,0,0,2.7
9,,Calvin Ridley,TEN,NE,0,0,0.0,5,60,0.2,7.2,NE@TEN,7.0,0,0,0,0,0,0,0,0,0,0,5,73,0,0,0,0,-0.20000000000000018
9,,Keon Coleman,BUF,MIA,0,0,0.0,4,53,0.3,7.1,MIA@BUF,4.0,0,0,0,0,0,0,0,0,0,0,1,21,0,1,0,0,-3.0999999999999996
9,,Romeo Doubs,GB,DET,0,0,0.0,4,51,0.3,6.9,DET@GB,2.0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0,-4.9
9,,Christian Watson,GB,DET,0,0,0.0,3,48,0.3,6.6,DET@GB,5.0,0,0,0,0,0,0,0,0,0,0,3,37,0,1,0,0,-1.5999999999999996
9,,Xavier Legette,CAR,NO,0,0,0.0,4,53,0.2,6.5,NO@CAR,9.0,0,0,0,0,0,0,1,6,0,0,4,33,1,0,0,0,2.5
9,,Demario Douglas,NE,@TEN,0,0,0.0,5,50,0.2,6.2,NE@TEN,3.0,0,0,0,0,0,0,0,0,0,0,7,35,0,0,0,0,-3.2
9,,Jordan Addison,MIN,IND,0,0,0.0,3,42,0.3,6.0,IND@MIN,10.0,0,0,0,0,0,0,1,9,0,0,5,42,1,0,0,0,4.0
9,,Wan'Dale Robinson,NYG,WAS,0,0,0.0,5,48,0.2,6.0,WAS@NYG,1.0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,-5.0
9,,Elijah Moore,CLE,LAC,0,0,0.0,4,47,0.2,5.9,LAC@CLE,2.0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,-3.9000000000000004
9,,Darius Slayton,NYG,WAS,0,0,0.0,3,47,0.2,5.9,WAS@NYG,5.0,0,0,0,0,0,0,1,11,0,0,3,49,0,0,0,0,-0.9000000000000004
9,,Demarcus Robinson,LAR,@SEA,0,0,0.0,3,40,0.3,5.8,LA@SEA,21.0,0,0,0,0,0,0,0,0,0,0,6,94,2,0,0,0,15.2
9,,Rashod Bateman,BAL,DEN,0,0,0.0,4,45,0.2,5.7,DEN@BAL,2.0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,-3.7
9,,Josh Palmer,LAC,@CLE,0,0,0.0,4,45,0.2,5.7,LAC@CLE,12.0,0,0,0,0,0,0,0,0,0,0,2,63,1,0,0,0,6.3
9,,DeAndre Hopkins,KC,TB,0,0,0.0,4,44,0.2,5.6,TB@KC,20.0,0,0,0,0,0,0,0,0,0,0,8,86,2,0,0,0,14.4
9,,Keenan Allen,CHI,@ARI,0,0,0.0,3,43,0.2,5.5,CHI@ARI,3.0,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0,-2.5
10,,Justin Jefferson,MIN,@JAC,0,0,0.0,6,93,0.8,14.1,MIN@JAX,4.0,0,0,0,0,0,0,0,0,0,0,5,48,0,0,0,0,-10.1
10,,Ja'Marr Chase,CIN,@BAL,0,0,0.0,7,91,0.7,13.3,CIN@BAL,44.0,0,0,0,0,0,0,0,0,0,0,11,264,3,0,0,0,30.7
10,,Amon-Ra St. Brown,DET,@HOU,0,0,0.0,6,80,0.7,12.2,DET@HOU,12.0,0,0,0,0,0,0,0,0,0,0,6,60,1,0,0,0,-0.1999999999999993
10,,Deebo Samuel,SF,@TB,3,15,0.1,5,68,0.5,11.9,SF@TB,7.0,0,0,0,0,0,0,3,14,0,0,5,62,0,0,0,0,-4.9
10,,Malik Nabers,NYG,@CAR,0,0,0.0,6,77,0.6,11.3,NYG@CAR,5.0,0,0,0,0,0,0,1,-2,0,0,6,50,0,0,0,0,-6.300000000000001
10,,Tyreek Hill,MIA,@LAR,0,0,0.0,6,82,0.5,11.2,MIA@LA,8.0,0,0,0,0,0,0,2,11,0,0,3,16,1,0,0,0,-3.1999999999999993
10,,Zay Flowers,BAL,CIN,1,6,0.0,7,78,0.4,10.8,CIN@BAL,3.0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,-7.800000000000001
10,,A.J. Brown,PHI,@DAL,0,0,0.0,6,77,0.5,10.7,PHI@DAL,10.0,0,0,0,0,0,0,0,0,0,0,5,109,0,0,0,0,-0.6999999999999993
10,,Puka Nacua,LAR,MIA,0,0,0.0,6,77,0.5,10.7,MIA@LA,9.0,0,0,0,0,0,0,0,0,0,0,9,98,0,0,0,0,-1.6999999999999993
10,,Drake London,ATL,@NO,0,0,0.0,6,75,0.5,10.5,ATL@NO,9.0,0,0,0,0,0,0,0,0,0,0,8,97,0,0,0,0,-1.5
10,,Garrett Wilson,NYJ,@ARI,0,0,0.0,6,75,0.5,10.5,NYJ@ARI,4.0,0,0,0,0,0,0,0,0,0,0,5,41,0,0,0,0,-6.5
10,,Davante Adams,NYJ,@ARI,0,0,0.0,6,73,0.5,10.3,NYJ@ARI,3.0,0,0,0,0,0,0,0,0,0,0,6,31,0,0,0,0,-7.300000000000001
10,,Cooper Kupp,LAR,MIA,0,0,0.0,6,72,0.5,10.2,MIA@LA,8.0,0,0,0,0,0,0,0,0,0,0,7,80,0,0,0,0,-2.1999999999999993
10,,CeeDee Lamb,DAL,PHI,0,0,0.0,6,72,0.4,9.6,PHI@DAL,2.0,0,0,0,0,0,0,1,3,0,0,6,21,0,0,0,0,-7.6
10,,George Pickens,PIT,@WAS,0,0,0.0,5,71,0.4,9.5,PIT@WAS,15.0,0,0,0,0,0,0,1,4,0,0,5,91,1,0,0,0,5.5
10,,Josh Downs,IND,BUF,0,0,0.0,6,68,0.4,9.2,BUF@IND,7.0,0,0,0,0,0,0,0,0,0,0,7,72,0,0,0,0,-2.1999999999999993
10,,Terry McLaurin,WAS,PIT,0,0,0.0,5,67,0.4,9.1,PIT@WAS,11.0,0,0,0,0,0,0,0,0,0,0,5,113,0,0,0,0,1.9000000000000004
10,,DeVonta Smith,PHI,@DAL,0,0,0.0,5,65,0.4,8.9,PHI@DAL,1.0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,-7.9
10,,Khalil Shakir,BUF,@IND,0,0,0.0,5,67,0.3,8.5,BUF@IND,5.0,0,0,0,0,0,0,0,0,0,0,6,58,0,0,0,0,-3.5
10,,Courtland Sutton,DEN,@KC,0,0,0.0,5,67,0.3,8.5,DEN@KC,13.0,0,0,0,0,0,0,0,0,0,0,6,70,1,0,0,0,4.5
10,,D.J. Moore,CHI,NE,0,0,0.0,5,60,0.4,8.4,NE@CHI,2.0,0,0,0,0,0,0,1,3,0,0,3,24,0,0,0,0,-6.4
10,,Darnell Mooney,ATL,@NO,0,0,0.0,5,65,0.3,8.3,ATL@NO,9.0,0,0,0,0,0,0,0,0,0,0,5,96,0,0,0,0,0.6999999999999993
10,,Ladd McConkey,LAC,TEN,0,0,0.0,5,62,0.3,8.0,TEN@LAC,5.0,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0,-3.0
10,,DeAndre Hopkins,KC,DEN,0,0,0.0,5,61,0.3,7.9,DEN@KC,5.0,0,0,0,0,0,0,0,0,0,0,4,56,0,0,0,0,-2.9000000000000004
10,,Jameson Williams,DET,@HOU,1,8,0.0,3,46,0.4,7.8,DET@HOU,5.0,0,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0,-2.8
